Name,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12,Phone Number,Website2
solar uv solutions,Solar UV Solutions,Solar UV Solutions,,United States,,"Efficiency,Renewable Energy,Solar",SunQuest250,http://solaruvsolutions.com,,United States,,,,NA,NA
solar wind,Solar Wind,Solar Wind,,"Krasnodar, Romania",350000,"Solar,Wind energy",Russia-based PV product manufacturer. Solar Wind manufactures solar modules and cells.,,,Krasnodar, Romania,,,NA,NA
solar world usa not solarworld ag,Solar World USA not SolarWorld AG,Solar World USA not SolarWorld AG,,"Colorado Springs, Colorado",80907,Solar,"Solar World manufactures solar powered products for educational, consumer, electronic and custom OEM markets.",,,Colorado Springs, Colorado,,,,
solaraire llc,SolarAire LLC,SolarAire LLC,,"Folsom, California",,Solar,Developing a solar thermal air conditioning unit.,,,Folsom, California,,,NA,NA
solarbridge technologies formerly smartspark energy systems,SolarBridge Technologies formerly SmartSpark Energy Systems,SolarBridge Technologies formerly SmartSpark Energy Systems,,"Austin, Texas",78731,Solar,"Developing a micro-inverter for residential solar panels, and charge equalisers to improve life for battery-powered equipment.",,,Austin, Texas,,,,
solarcity,SolarCity,SolarCity,393 Vintage Park Drive,"Foster City, California",94404,Solar,Solar installer,http://www.solarcity.com/,Bay Area,Foster City, California,,,NA,www.solarcity.com/ 
solarcity corp,SolarCity Corp,SolarCity Corp,,"Foster City, California",94404,Solar,US-based designer and installer of solar systems for domestic and commercial use.,,,Foster City, California,,,NA,NA
solarcraft services inc,SolarCraft Services Inc,SolarCraft Services Inc,,"Novato, California",94949,Solar,Solar thermal and PV system installer.,,,Novato, California,,,NA,NA
solaren corporation,Solaren Corporation,Solaren Corporation,,"Manhattan Beach, California",90266,Solar,Southern California-based stealth start-up company that intends to develop a project to beam solar power to Earth from satellites in space.,,,Manhattan Beach, California,,,NA,NA
solarese,Solarese,Solarese,,"San Diego, California",92129,Solar,Installer of PV and thermal solar systems for residential and commercial customers,,,San Diego, California,,,NA,NA
solargen energy llc,Solargen Energy LLC,Solargen Energy LLC,,California,CA 95014,Solar,California-based Solargen is developing a thin film solar farm with a planned capacity of 250MW.,,,California,,,,NA,NA
solargenix energy llc formerly duke solar,Solargenix Energy LLC formerly Duke Solar,Solargenix Energy LLC formerly Duke Solar,,"Raleigh, North Carolina",27604,Solar,"Manufactures and develops projects using a STEGS parabolic trough system, and also produces solar passive water heating systems.",,,Raleigh, North Carolina,,,,
solargy systems inc,Solargy Systems Inc,Solargy Systems Inc,,"Ft. Lauderdale, Florida",33309,"Biomass,Solar",Solargy Systems designs and manufactures PV cells and develops waste to energy and biomass plants.,,,Ft. Lauderdale, Florida,,,,
solaris nanosciences corp,Solaris Nanosciences Corp,Solaris Nanosciences Corp,,Rhode Island,2903,Solar,"Focused on developing nanoscale materials for large applications including the solar energy, display and vision markets.",,,Rhode Island,,,,NA,NA
"solaris technology industry, inc.","Solaris Technology Industry, Inc.","Solaris Technology Industry, Inc.",14405 W Colfax Ave # 288,"Lakewood, Colorado,United States",80401,"Renewable Energy,Solar","Solar Panels, Inverters, Charge Controllers, Batteries, Solar Power Systems, Parts & Accessories",http://www.solaris-shop.com,,Lakewood, Colorado,United States,,720-474-6050,https://www.facebook.com/solarisshopcom
solarity,Solarity,Solarity,"200 Innovation Blvd
Suite 260A","State College, Pennsylvania",16801,Solar,,http://www.innovationpark.psu.edu/,Northeast - NY NJ CT PA Area,State College, Pennsylvania,,,NA,www.innovationpark.psu.edu/ 
solarmer energy inc,Solarmer Energy Inc,Solarmer Energy Inc,,"El Monte, California",91731,Solar,California-based developer of polymer solar cells.,,,El Monte, California,,,NA,NA
solarmission technologies inc,SolarMission Technologies Inc,SolarMission Technologies Inc,,"Missoula, Montana",59801,Solar,US-based company that owns a licence to solar chimney technology; also manufactures and installs.,,,Missoula, Montana,,,NA,NA
solarnet,SolarNet,SolarNet,,"Healdsburg, California",95448,Solar,"Solar project developer with subsidiaries involved in the distribution, installation and financing of solar projects.",,,Healdsburg, California,,,NA,NA
solarnexus,SolarNexus,SolarNexus,"1563 Solano Ave., Suite 251","Berkeley, California",94707,Solar,SolarHub,http://www.solarnexus.com,Bay Area,Berkeley, California,,,(510) 842-7875,www.solarnexus.com 
solarone solutions,SolarOne Solutions,SolarOne Solutions,354 Waverly Street,"Framingham, Massachusetts",1702,Solar,Solar powered lighting,http://www.solarone.net/,Greater Boston Area,Framingham, Massachusetts,,,NA,www.solarone.net/ 
solarone solutions inc,SolarOne Solutions Inc,SolarOne Solutions Inc,,"Needham, Massachusetts",2494,Solar,Massachusetts-based manufacturer and retailer of solar powered LED lighting systems.,,,Needham, Massachusetts,,,NA,NA
solarponics,Solarponics,Solarponics,4700 El Camino Real,"Atascadero, California,United States",93422,"Renewable Energy,Solar,Wind energy",,http://www.solarponics.com,,Atascadero, California,United States,,1(805) 466-5595,http://www.facebook.com/solarponics
solarpower restoration systems inc,SolarPower Restoration Systems Inc,SolarPower Restoration Systems Inc,,"Seminole, Florida",33772,Solar,SolarPower Restoration Systems is pursuing Building Integrated Photovoltaics (BIPV) systems and large scale Photovoltaic Power (PV) Array Systems over concrete and other construction surfaces.,,,Seminole, Florida,,,NA,NA
solarpro energy international,SolarPro Energy International,SolarPro Energy International,,"Granite Bay, California",95746,Solar,SolarPro Energy installs solar power systems using PV panels for residential and commercial properties.,,,Granite Bay, California,,,NA,NA
solarroofs com,SolarRoofs com,SolarRoofs com,,"Carmichael, California",95608,Solar,California-based manufacturer of the patented Skyline solar water heating systems.,,,Carmichael, California,,,,
solarskies,SolarSkies,SolarSkies,106 Donovan Drive,"Alexandria, Minnesota,United States",56308,Solar,,,,Alexandria, Minnesota,United States,,NA,NA
solartech power,Solartech Power,Solartech Power,,"Cerritos, California",90703,Solar,Solartech power is a distributer of solar modules.,,,Cerritos, California,,,NA,NA
solarvest bioenergy,Solarvest BioEnergy,Solarvest BioEnergy,,"Bloomington, Indiana",3057,"Bioenergy,Hydro,Hydrogen,Solar","Solarvest BioEnergy's primary focus is to develop hydrogen, methane and biodiesel fuels from algae.",,,Bloomington, Indiana,,,NA,NA
solarworks nj,SolarWorks NJ,SolarWorks NJ,,New Jersey,,"Renewable Energy,Solar","SolarWorks NJ, LLC, a provider of turnkey solar electricity installations and renewable energy solutions.",,,New Jersey,,,,NA,NA
solarwrights inc,SolarWrights Inc,SolarWrights Inc,,"Stonington, Rhode Island",6378,"Renewable Energy,Solar,Wind energy",Rhode Island-based private company specialising in the design and installation of solar and wind energy systems that merged with Solar Works to form Alteris Renewables.,,,Stonington, Rhode Island,,,NA,NA
solase,SolASE,SolASE,P.O. Box 927122,"San Diego, California",92192,Solar,Commercializes solar cell technologies for use with portable consumer electronics and other equipment,http://www.solase.net/,Southern CA Area,San Diego, California,,,NA,www.solase.net/ 
solasta aka the eagle axis,Solasta aka The Eagle Axis,Solasta aka The Eagle Axis,,"Newton, Massachusetts",2458,"Efficiency,Solar",Start-up planning to produce high-efficiency solar cells using nanoscale elements.,,,Newton, Massachusetts,,,,
solectria renewables llc,Solectria Renewables LLC,Solectria Renewables LLC,360 Merrimack Street,"Lawrence, Massachusetts",1843,Solar,Power electronics and system for renewable energy power generation,http://www.solren.com/,Greater Boston Area,Lawrence, Massachusetts,,,NA,www.solren.com/ 
soleil energy solutions greensboro north carolina,Soleil Energy Solutions Greensboro North Carolina,Soleil Energy Solutions Greensboro North Carolina,306 Pomona Dr. Suite C,"Greensboro, NC",27407,Solar,,http://www.bizsoleil.com,,Greensboro, NC,,,(336) 285-8727,www.bizsoleil.com 
solenergis llc,Solenergis LLC,Solenergis LLC,,"New York, New York",11733,Solar,"New York-based developer, owner and operator of solar electricity generating facilities. Prioritizing activity in US-based projects.",,,New York, New York,,,NA,NA
solexant,Solexant,Solexant,2385 Bering Dr,"San Jose, California",95131,Solar,Nanostructured solar cell producer,http://www.solexant.com/,Bay Area,San Jose, California,,,NA,www.solexant.com/ 
solfocus,SolFocus,SolFocus,510 Logue Avenue,"Mountain View, California",94043,Solar,Concentrator Photovoltaic Energy Systems,http://www.solfocus.com,Bay Area,Mountain View, California,,,650-623-7100,www.solfocus.com 
solium power corporation,Solium Power Corporation,Solium Power Corporation,,,,Solar,"Solium Power Corporation, a subsidiary of Hybrid Technologies Inc. is dedicated to the research, development and application of Solar Panels and Lithium powered technology as an alternative power source for residential and commercial dwellings.",,,,,,,NA,NA
solmetric corporation,Solmetric Corporation,Solmetric Corporation,,"Bolinas, California",94924,Solar,US-based manufacturer of solar test and measuring equipments.,,,Bolinas, California,,,NA,NA
solsil inc,Solsil Inc,Solsil Inc,,"Beverly, Ohio",45715,Solar,US-based manufacturer of upgrade metallurgical silicon for solar-use.,,,Beverly, Ohio,,,NA,NA
solsolution,SolSolution,SolSolution,"485 Massachusetts Avenue
Suite 300","Cambridge, Massachusetts",2139,Solar,,http://www.sol-solution.org,Greater Boston Area,Cambridge, Massachusetts,,,805-813-4418,www.sol-solution.org 
solstice solar systems llc,Solstice Solar Systems LLC,Solstice Solar Systems LLC,,"Campbell, California",95008-6906,Solar,US-based manufacturer of PV inverters and wires to connect solar panels.,,,Campbell, California,,,NA,NA
soltaix inc,Soltaix Inc,Soltaix Inc,,California,94024 5067,"Efficiency,Solar",Soltaix works to develop high efficiency solar PV cells.,,,California,,,,,
solterra renewable technologies inc,Solterra Renewable Technologies Inc,Solterra Renewable Technologies Inc,,"Tempe, Arizona",,Solar,Solterra is a technology development firm focused on thin-film quantum dot solar cells.,,,Tempe, Arizona,,,,
soluz inc,Soluz Inc,Soluz Inc,55 Middlesex Street,"North Chelmsford, Massachusetts",1863,Solar,Distributes micro-generation solar products,http://www.soluzusa.com/,Greater Boston Area,North Chelmsford, Massachusetts,,,NA,www.soluzusa.com/ 
solyndra,Solyndra,Solyndra,47700 Kato Road,"Fremont, California",94538,Solar,cylindrical solar panels,http://www.solyndra.com,Bay Area,Fremont, California,,,NA,www.solyndra.com 
sopogy llc,Sopogy LLC,Sopogy LLC,,"Honolulu, Hawaii",96819,Solar,Hawaii-based developer and manufacturer of parabolic trough STEG projects and equipment and maker of solar thermal process heat and solar air-conditioning systems.,,,Honolulu, Hawaii,,,NA,NA
spectrum energy inc sei,Spectrum Energy Inc SEI,Spectrum Energy Inc SEI,,"Elk Grove, California",95758,"Efficiency,Services,Solar",US-based solar and energy services company that installs PV systems on a turnkey-basis; also provides evaluations of energy efficiency.,,,Elk Grove, California,,,,
spg holdings,SPG Holdings,SPG Holdings,,California,,Solar,California-based solar holding company.,,,California,,,,NA,NA
spire corporation,Spire Corporation,Spire Corporation,,"Bedford, Massachusetts",01730-2,Solar,Spire specialises in equipment for manufacturing turnkey PV modules lines; manufactures BIPV modules through its JV with Taiwan's Gloria Solar.,,,Bedford, Massachusetts,,,NA,NA
spire solar,Spire Solar,Spire Solar,One Patriots Park,"Bedford, Massachusetts",1730,Solar,Manufactures modules and provides PV manufacturing equipment,http://www.spirecorp.com/spire-solar/index.php,Greater Boston Area,Bedford, Massachusetts,,,NA,www.spirecorp.com/spire-solar/ 
standard renewable energy,Standard Renewable Energy,Standard Renewable Energy,"55 Waugh Drive, Suite 800","Houston, Texas",77007,Solar,Solar electric systems,http://www.sre3.com/,Texas Area,Houston, Texas,,,877.923.7733,www.sre3.com/ 
standard solar,Standard Solar,Standard Solar,202 Perry Parkway,"Gaithersburg, Maryland",20877,Solar,Solar Integration Specialists - Residential and Commercial,http://www.StandardSolar.com,Northeast - NY NJ CT PA Area,Gaithersburg, Maryland,,,888-474-3843,www.StandardSolar.com 
standard solar inc,Standard Solar Inc,Standard Solar Inc,,"Gaithersburg, Maryland",20877,Solar,A Maryland-based installer of solar equipment for the residential and commercial sector.,,,Gaithersburg, Maryland,,,NA,NA
staples,Staples,Staples,,,,Solar,"Global retailer of office products, with two solar power systems totaling 560kW on stores in California.",,,,,,,NA,NA
stark's inc.,Stark's Inc.,Stark's Inc.,02425 County Road 12C,"Bryan, Ohio",43506,"Buildings,Efficiency,Geothermal energy,Services,Solar,Wind energy",Agriculture; Consulting; Energy provider: power production; Engineering/architectural/design;Installation; Maintenance and repair; Retail product sales and distribution;Trainining and education,http://starksinc.com,,Bryan, Ohio,,,419-636-3606,NA
stellar energy solutions inc,Stellar Energy Solutions Inc,Stellar Energy Solutions Inc,,"Healdsburg, California",95448,"Renewable Energy,Solar",Turn-key renewable energy solutions provider specializing in solar electric roofing.,,,Healdsburg, California,,,NA,NA
stellaris corporation,Stellaris Corporation,Stellaris Corporation,16 Esquire Road,"North Billerica, Massachusetts",1862,Solar,Solar PV panels,http://www.stellaris-corp.com/,Greater Boston Area,North Billerica, Massachusetts,,,NA,www.stellaris-corp.com/ 
stirling energy systems inc ses,Stirling Energy Systems Inc SES,Stirling Energy Systems Inc SES,,"Phoenix, Arizona",85016,"Hydro,Hydrogen,Solar","Developer of Stirling engine-based solar systems for STEG, biogas and hydrogen applications.",,,Phoenix, Arizona,,,,
"stoel rives, llp","Stoel Rives, LLP","Stoel Rives, LLP","900 SW Fifth Avenue, Suite 2600","Portland, Oregon",97204,"Biofuels,Biomass,Geothermal energy,Hydro,Services,Solar,Wind energy,Bioenergy,Ocean,Renewable energy",Legal Counsel to Renewable Energy Project Developers,http://www.lawofrenewableenergy.com,,Portland, Oregon,,,503-224-3380,www.lawofrenewableenergy.com 
"story equipment sales, inc.","Story Equipment Sales, Inc.","Story Equipment Sales, Inc.",7710 First Place-Suite G,"Oakwood Village, Ohio",44146,"Services,Solar",Agriculture; Engineering/architectural/design; Maintenance and repair; Trainining and education,http://www.storyequipment.com,,Oakwood Village, Ohio,,,440-786-8883,www.storyequipment.com 
suez renewable energy north america,Suez Renewable Energy North America,Suez Renewable Energy North America,,Texas,,"Biomass,Hydro,Solar,Wind energy","Developer of wind generation projects as well as pursuing developments in biomass, hydro and solar plants in North America.",,,Texas,,,,NA,NA
sun catalytix,Sun Catalytix,Sun Catalytix,,"Cambridge, Massachusetts",2139,"Hydro,Hydrogen,Solar",Massachusetts-based firm developing technology that would use solar power to split water and produce hydrogen gas that could then be used to generate power.,,,Cambridge, Massachusetts,,,NA,NA
sun city solar energy,Sun City Solar Energy,Sun City Solar Energy,20227 S. 137th E. Ave.,"Bixby, Oklahoma",74008,Solar,Solar energy systems,http://www.suncityenergy.com/,,Bixby, Oklahoma,,,(918) 494-0886,www.suncityenergy.com/ 
sun dog energy,Sun Dog Energy,Sun Dog Energy,P.O. Box 565,"Poncha Springs, Colorado",81242,Solar,"Design, sell, furnish, and install PV systems and wind-turbine electric systems",http://www.sundogenergy.com/,Rockies Area,Poncha Springs, Colorado,,,NA,www.sundogenergy.com/ 
sun solar,Sun Solar,Sun Solar,,"San Diego, California",92019,"Services,Solar",,,,San Diego, California,,,NA,NA
sunbiz solar,Sunbiz Solar,Sunbiz Solar,6207 Bayshore Blvd,"Tampa, Florida",33611,Solar,"Solar Thermal/Electric, Energy & Water Conservation through building envelope and water conservation upgrades",http://www.sunbiz-solar.com/,,Tampa, Florida,,,,
sunborne energy technologies,Sunborne Energy Technologies,Sunborne Energy Technologies,,"Cambridge, Massachusetts",2138,Solar,Massachusetts-based solar thermal project developer.,,,Cambridge, Massachusetts,,,NA,NA
sundance power llc,Sundance Power LLC,Sundance Power LLC,,"Golden, Colorado",80401,Solar,Sundance provides turnkey solar PV installations.,,,Golden, Colorado,,,NA,NA
sundial energy inc,Sundial Energy Inc,Sundial Energy Inc,,Arizona,,Solar,Integrates UniSolar a-Si laminates with MasterCraft metals to produce products for building-integrated photovoltaics (BIPV).,,,Arizona,,,,NA,NA
"sundial energy, inc.","Sundial Energy, Inc.","Sundial Energy, Inc.",P.O. Box 1309,"Tucson, Arizona",85702,Solar,BIPV solutions,http://www.sundialenergy.com/,,Tucson, Arizona,,,520-884-5166,www.sundialenergy.com/ 
sundrop fuels inc,Sundrop Fuels Inc,Sundrop Fuels Inc,,"Louisville, Colorado",80027,"Renewable Energy,Solar",,,,Louisville, Colorado,,,,
sundurance energy,SunDurance Energy,SunDurance Energy,,"South Plainfield, New Jersey",7080,Solar,"SunDurance Energy develops, owns and operates customized solar power solutions for forward-thinking corporations, government entities and communities.",,,South Plainfield, New Jersey,,,NA,NA
sunedison first reserve jv,SunEdison First Reserve JV,SunEdison First Reserve JV,,,,Solar,"US-based joint venture that plans to acquire and develop solar projects in the US, Italy, Spain and Canada.",,,,,,,,
sunedison llc,SunEdison LLC,SunEdison LLC,,"Beltsville, Maryland",20705,Solar,Maryland-based provider of financial and installation solutions for solar projects.,,,Beltsville, Maryland,,,NA,NA
sunedison solar,SunEdison Solar,SunEdison Solar,12500 Baltimore Avenue,"Beltsville, Maryland",20705,Solar,,http://www.sunedison.com/,Northeast - NY NJ CT PA Area,Beltsville, Maryland,,,NA,www.sunedison.com/ 
sunergie,Sunergie,Sunergie,405 Academy Drive,"Austin, Texas",78704,Solar,"Solar thermal energy for industrial and commercial applications, also bioenergy",http://www.sunergie.com/,Texas Area,Austin, Texas,,,NA,www.sunergie.com/ 
sunergy world,Sunergy World,Sunergy World,,"Boise, Idaho",83707,"Solar,Wind energy",Idaho-based wind and solar project developer.,,,Boise, Idaho,,,NA,NA
sunetric formerly suntech hawaii,Sunetric formerly Suntech Hawaii,Sunetric formerly Suntech Hawaii,,,,Solar,"Hawaiian based firm that designs, develops, and installs solar photovoltaic and hot water systems throughout the Hawaiian Islands.",,,,,,,,
sungevity,Sungevity,Sungevity,,California,,Solar,California-based start-up which sells PV products direct to consumers and installs solar systems.,,,California,,,,NA,NA
sunhydro,Sunhydro,Sunhydro,,Connecticut,,"Hydro,Hydrogen,Solar",Connecticut-based chain of privately funded fueling stations that provide hydrogen to fuel cell cars. The company aims to produce hydrogen on site using solar and water.,,,Connecticut,,,,NA,NA
sunlight direct,Sunlight Direct,Sunlight Direct,,"San Diego, California",92128,Solar,Developed a system that tracks and concentrates solar energy for distributed power generation,http://www.sunlight-direct.com/,Southern CA Area,San Diego, California,,,NA,www.sunlight-direct.com/ 
sunlight energy systems,SunLight Energy Systems,SunLight Energy Systems,"955 Manchester Ave., SW","North Lawrence, Ohio",44666-9438,Solar,Retailer - Siemens SolarPro Dealer,http://sunlightenergysystems.com/Welcomea.html,,North Lawrence, Ohio,,,330-832-3114,NA
sunlight solar energy,Sunlight Solar Energy,Sunlight Solar Energy,4 Oxford Road,"Milford, Connecticut",6460,Solar,"Distributes solar inverters, SunPower panels, roof installation, and ground mounts",http://www.sunlightsolar.com/,Northeast - NY NJ CT PA Area,Milford, Connecticut,,,NA,www.sunlightsolar.com/ 
sunlight solar energy inc sse,Sunlight Solar Energy Inc SSE,Sunlight Solar Energy Inc SSE,,"Bend, Oregon",97701,Solar,"Bend (OR)-based solar integration firm with offices in Oregon, Connecticut and Monnected solar with offices in Connecticut, Massachusetts and Oregon.",,,Bend, Oregon,,,,
sunny hill energy,Sunny Hill Energy,Sunny Hill Energy,,"San Jose, California",95113,Solar,California-based solar financing and business support company that bridges residential and commercial customers with established local solar installers.,,,San Jose, California,,,NA,NA
sunovia energy technologies inc formerly sun energy solar inc,Sunovia Energy Technologies Inc formerly Sun Energy Solar Inc,Sunovia Energy Technologies Inc formerly Sun Energy Solar Inc,,"Sarasota, Florida",34243,Solar,"Developing PV encapsulates, next generation solar cells, solar power storage, and LED lightings.",,,Sarasota, Florida,,,,
sunpods inc,Sunpods Inc,Sunpods Inc,,"San Jose, California",95126,Solar,San Jose-based manufacturer and installer of photovoltaic solar smart technology systems.,,,San Jose, California,,,NA,NA
sunpower corp,SunPower Corp,SunPower Corp,,"San Jose, California",95134,Solar,"Leading manufacturer of monocrystalline silicon cells, modules, system trackers, and equipment to monitor the performance of solar systems. Has one of the highest efficiencies in the industry, and considerable downstream operations.",,,San Jose, California,,,NA,NA
sunpower corporation,SunPower Corporation,SunPower Corporation,3939 N. 1st Street,"San Jose, California",95134,Solar,Solar developer,http://us.sunpowercorp.com/?re=1,Bay Area,San Jose, California,,,NA,NA
sunpower corporation systems formerly powerlight,SunPower Corporation Systems formerly PowerLight,SunPower Corporation Systems formerly PowerLight,,"Berkeley, California",94702,"Efficiency,Services,Solar","US-based designer, manufacturer and installer of grid-connected solar electric systems and energy efficiency services, including solar tracking devices, in the US.",,,Berkeley, California,,,,
sunpower systems inc,Sunpower Systems Inc,Sunpower Systems Inc,,California,CA 91303,Solar,Sunpower Systems Inc manufacturers and markets the first fully integrated patented solar charged cellular phone battery.,,,California,,,,NA,NA
"sunpower, inc","Sunpower, Inc","Sunpower, Inc",182 Mill St,"Athens, Ohio",45701,"Biomass,Renewable Energy,Services,Solar",Agriculture; Energy provider: power production; Maintenance and repair;Manufacturing; Research and development,http://www.sunpower.com,,Athens, Ohio,,,740-594-2221,www.sunpower.com 
sunrider solar llc,SunRider Solar LLC,SunRider Solar LLC,,"Scottsdale, Arizona",85266,"Services,Solar",Arizona-based solar services company providing turnkey solar installations.,,,Scottsdale, Arizona,,,NA,NA
sunrise solar corp,Sunrise Solar Corp,Sunrise Solar Corp,,"San Antonio, Texas",78249,Solar,"Sunrise Solar intends to commercialise and distribute solar energy technologies and equipment, in addition to providing its core consultancy service to advise organisations on how to procure alternative energy contracts with public utilities.",,,San Antonio, Texas,,,NA,NA
sunrun inc,SunRun Inc,SunRun Inc,717 Market Street,"San Francisco, California",94103,Solar,Solar installer,http://www.sunrunhome.com/,Bay Area,San Francisco, California,,,NA,www.sunrunhome.com/ 
sunsearch inc,Sunsearch Inc,Sunsearch Inc,,"Guilford, Connecticut",6437,"Services,Solar","The company designs, installs, and services all types of solar energy systems.",,,Guilford, Connecticut,,,NA,NA
suntech energy solutions formerly ei solutions,Suntech Energy Solutions Formerly EI Solutions,Suntech Energy Solutions Formerly EI Solutions,,"Pasadena, California",91103,Solar,A California-based solar power systems integrator and installer.,,,Pasadena, California,,,,
suntrac solar,SunTrac Solar,SunTrac Solar,,"Golden,, Colorado",80403,Solar,Colorado based solar thermal integrator,,,Golden,, Colorado,,NA,NA
sunwave enterprises,Sunwave Enterprises,Sunwave Enterprises,,"Long Island, New York",,Solar,Installer of solar energy systems.,,,Long Island, New York,,,NA,NA
sunwheel energy partners,Sunwheel Energy Partners,Sunwheel Energy Partners,,Missouri,,Solar,Missouri-based solar systems installer.,,,Missouri,,,,NA,NA
sunwize,Sunwize,Sunwize,1155 Flatbush Road,"Kingston, NY",12401,Solar,Manufacturer and installer,http://www.sunwize.com/,Northeast - NY NJ CT PA Area,Kingston, NY,,,NA,www.sunwize.com/ 
sunwize technologies inc,SunWize Technologies Inc,SunWize Technologies Inc,,"Kingston, New York",12401,Solar,Specialises in the manufacture of integrated solar power systems and the distribution of solar modules and components.,,,Kingston, New York,,,NA,NA
sunworks solar llc,Sunworks Solar LLC,Sunworks Solar LLC,,"San Francisco, California",94104,Solar,San Francisco-based developer of US-based manufacturing plants to enable utility-scale solar generation,,,San Francisco, California,,,NA,NA
sure sustainable renewable energies - sure energy,Sure Sustainable Renewable Energies - SURE Energy,Sure Sustainable Renewable Energies - SURE Energy,567 5th Av.,"New Rochelle, New York",10801,Solar,,http://www.sureenergyllc.com,Northeast - NY NJ CT PA Area,New Rochelle, New York,,,,
sustainable energy works llc,Sustainable Energy Works LLC,Sustainable Energy Works LLC,106  Short Street,"Gahanna, Ohio",43230,"Buildings,Efficiency,Renewable Energy,Services,Solar",Agriculture; Consulting;Energy audits/weatherization; Investment/finances; Trainining and education,http://www.seworksllc.com,,Gahanna, Ohio,,,614-532-5622,www.seworksllc.com 
svtc technologies,SVTC Technologies,SVTC Technologies,3901 North First Street,"San Jose, California",95134,Solar,Provides emiconductor process tools for new silicon developers,http://www.svtc.com/,Bay Area,San Jose, California,,,NA,www.svtc.com/ 
svtc technologies,SVTC Technologies,SVTC Technologies,3901 North First Street,"San Jose, California",95134,Solar,Provides emiconductor process tools for new silicon developers,http://www.svtc.com/,Bay Area,San Jose, California,,,NA,www.svtc.com/ 
svtc technologies (texas),SVTC Technologies (Texas),SVTC Technologies (Texas),2706 Montopolis Drive,"Austin, Texas",78741,Solar,Provides emiconductor process tools for new silicon developers,http://www.svtc.com/,Texas Area,Austin, Texas,,,,
svv technology innovations svvti,SVV Technology Innovations SVVTI,SVV Technology Innovations SVVTI,,,,Solar,Introduced a new family of solar concentrating collectors featuring a single-stage concentration ability and high optical performance.,,,,,,,,
switch llc,Switch LLC,Switch LLC,,"Mongomery Village, Maryland",20886,Solar,"Installer and distributor of small-scale solar passive, PV, fuel cell, and other distributed energy systems.",,,Mongomery Village, Maryland,,,NA,NA
synergetic power systems,Synergetic Power Systems,Synergetic Power Systems,,"Cambridge, Massachusetts",,"Buildings,Solar","Start-up planning to install parabolic concentrated solar collector systems on large flat-roofed buildings to power their HVAC systems, and provide back-up and peak demand power.",,,Cambridge, Massachusetts,,,NA,NA
tahoe water systems,Tahoe Water Systems,Tahoe Water Systems,,,,"Solar,Wind energy",Develops a self-contained solar/wind based water pumping technology.,,,,,,,NA,NA
tailored materials corp,Tailored Materials Corp,Tailored Materials Corp,,Arizona,85706,"Carbon,Solar",,,,Arizona,,,,NA,NA
tasco engineering inc,Tasco Engineering Inc,Tasco Engineering Inc,,"Lehi, Utah",84043,"Hydro,Solar,Wind energy","Power engineering firm with interests in wind project development, goethermal, hydroelectric and solar power generation.",,,Lehi, Utah,,,NA,NA
team solar inc,Team Solar Inc,Team Solar Inc,,"McClellan, California",95652,Solar,"Team Solar Inc (TSI) is a contracting company based in Sacramento, California that specialises in photovoltaic products and installation. The company was bought by SunEdison of Baltimore, Maryland in August 2006.",,,McClellan, California,,,NA,NA
teanaway solar reserve,Teanaway Solar Reserve,Teanaway Solar Reserve,,"Teanaway, Washington State",,Solar,Washington State-based privately-held developer of the Teanaway Solar Reserve PV plant project.,,,Teanaway, Washington State,,,NA,NA
technipower systems formerly solomon technologies,Technipower Systems formerly Solomon Technologies,Technipower Systems formerly Solomon Technologies,,"Danbury, Connecticut",6810,"Solar,Vehicles",Connecticut-based manufacturer of electromechanical power systems. The firm provides solar ground mounted systems and electric hybrid technologies for electric vehicles.,,,Danbury, Connecticut,,,,
techsolas llc,Techsolas LLC,Techsolas LLC,10955 Westmoor Drive,"Westminster, Colorado",80021,Solar,"Project developer targeting businesses, government agencies for implementation of power stations",http://www.techsolas.com/,Rockies Area,Westminster, Colorado,,,NA,www.techsolas.com/ 
teksun pv manufacturing inc,Teksun PV Manufacturing Inc,Teksun PV Manufacturing Inc,401 Congress Ave,"Austin, Texas",78701,Solar,Plan to manufacture large scale PV panels for utility scale solar power parks,http://www.teksunpv.com/,Texas Area,Austin, Texas,,,NA,www.teksunpv.com/ 
tempronics,Tempronics,Tempronics,,"Tucson, Arizona",85750,Solar,"Arizona-based developer of nano-scale solid-state cooling and heat conversion devices that have applications for solar, as well as air conditioning, automobiles, aviation, refrigeration, and thermal management for electronics and computer processors.",,,Tucson, Arizona,,,NA,NA
tenderland power,Tenderland Power,Tenderland Power,,"Seattle, Washington",98101,"Biomass,Hydro,Renewable Energy,Solar,Wind energy","Utility which provides electricity, generated from renewable energy sources such as wind, solar, biomass and hydroelectric.",,,Seattle, Washington,,,NA,NA
terrafore,Terrafore,Terrafore,,"Riverside, California",92507,Solar,Iowa-based solar consulting and technology development company.,,,Riverside, California,,,NA,NA
tessco,TESSCO,TESSCO,,"Hunt Valley, Maryland",21031-1494,"Solar,Wind energy",Retailer of wireless communications and networking products and solutions to businesses; involved in production of solar and wind energy equipment.,,,Hunt Valley, Maryland,,,NA,NA
tessera solar,Tessera Solar,Tessera Solar,2600 10th Street,"Berkeley, California",94710,Solar,Developer of utility scale solar power plants based on dish-Stirling engine designs,http://www.tesserasolar.com/,Bay Area,Berkeley, California,,,NA,www.tesserasolar.com/ 
